CNN,SP
26199000,26198000
26199000,26257000
26199000,26194000
25425000,30710000
25425000,25443000
25425000,25424000
22731000,22730000
22731000,22732000
22731000,22722000
20268000,20271000
20268000,20263000
20268000,20269000
20268000,51656000
23858000,23857000
23858000,23863000
23858000,23878000
23858000,23862000
23858000,23775000
30721000,50357000
30721000,30721000
30721000,30066000
30721000,25021000
32982000,32981000
32982000,33498000
34169000,34168000
34169000,34170000
34169000,23579000
54149000,51504000
54149000,54149000
51455000,51442000
51455000,51455000
34151000,34148000
34151000,34140000
34151000,34141000
34151000,34150000
34151000,53063000
34151000,53047000
22955000,22992000
22955000,22953000
22955000,22954000
22955000,23155000
26766000,26746000
26766000,26765000
26766000,26683000
21120000,33287000
21120000,23949000
21120000,23948000
23174000,23177000
23174000,23173000
23174000,23170000
23174000,23176000
22276000,22287000
22276000,22285000
22276000,22270000
27477000,27479000
27477000,27454000
27477000,27492000
27477000,27474000
25642000,25651000
25642000,25641000
25642000,25643000
25642000,50708000
26119000,32972000
26119000,32966000
26119000,26117000
26119000,26119000
23807000,23799000
23807000,23811000
23807000,23812000
23807000,23804000
50644000,32996000
50644000,23345000
24142000,24365000
24142000,24141000
24142000,24139000
24142000,24340000
24359000,52257000
24359000,33027000
24359000,33613000
24359000,24359000
22719000,22722000
22719000,22716000
22719000,22721000
22719000,22718000
24233000,24232000
24233000,24248000
24233000,24234000
24233000,24244000
20923000,20922000
20923000,20909000
20923000,20924000
26494000,26496000
26494000,25216000
26494000,26494000
26494000,26501000
26494000,26502000
26494000,25213000
26494000,25196000
26261000,26247000
26261000,26233000
26261000,32952000
32851000,32850000
51443000,51447000
51443000,51445000
51443000,51456000
51443000,51443000
51496000,51258000
51496000,51261000
51496000,51257000
51496000,51260000
50545000,32877000
50545000,50546000
33277000,20825000
33277000,20816000
33277000,21090000
33277000,51881000
21366000,21364000
21366000,21370000
21366000,21369000
27346000,27344000
27346000,27368000
27346000,27345000
27346000,27387000
22307000,22308000
22307000,22298000
22307000,22303000
54183000,20953000
54183000,20919000
54183000,54097000
54183000,50945000
20647000,20644000
20647000,20628000
20647000,20646000
20647000,20763000
20647000,20643000
20647000,50868000
33483000,22561000
33483000,23049000
33483000,23045000
33483000,22564000
27772000,27795000
27772000,27762000
27772000,27773000
27772000,27763000
22378000,22260000
22378000,22359000
22378000,22349000
22378000,22386000
50090000,50089000
50090000,50090000
25937000,25944000
25937000,25937000
25937000,25958000
25937000,25934000
26299000,26302000
26299000,26281000
26299000,26300000
26299000,26283000
24102000,51033000
24102000,24102000
24102000,24103000
24102000,33363000
21809000,21808000
21809000,33695000
22267000,22277000
22267000,33390000
22267000,22266000
22267000,22264000
22267000,22270000
24528000,24526000
24528000,24532000
24528000,24538000
24528000,24539000
24568000,24674000
24568000,30049000
24568000,24573000
24568000,30729000
54125000,24632000
54125000,35047000
54125000,54124000
54125000,34143000
51365000,51362000
51365000,51365000
51365000,51366000
51365000,51178000
51365000,51393000
51365000,51355000
51365000,20834000
50533000,27488000
50533000,50533000
24954000,24966000
24954000,24951000
24954000,24954000
24954000,24953000
51263000,51549000
51263000,51262000
51263000,51261000
23119000,23118000
23119000,23214000
23119000,23121000
23119000,23091000
33572000,32912000
33572000,26242000
33572000,52178000
33572000,52177000
32902000,32901000
32902000,32900000
23545000,23547000
23545000,23550000
23545000,23544000
23545000,23560000
51874000,51631000
51874000,23531000
51874000,51875000
51874000,51873000
25806000,25880000
25806000,25975000
25806000,25976000
22733000,22735000
22733000,22732000
22733000,22713000
25389000,25403000
25389000,25400000
25389000,50120000
25389000,25402000
23971000,23970000
23971000,23992000
23971000,23973000
23971000,23960000
50808000,20108000
50808000,50808000
51476000,33625000
51476000,30823000
51476000,27026000
51476000,51476000
24397000,24394000
24397000,30752000
24397000,24407000
24397000,50676000
54113000,54105000
26658000,26655000
26658000,26578000
26658000,26577000
26658000,26579000
26971000,26970000
26971000,26978000
26971000,26969000
26971000,26983000
50695000,24249000
50695000,50695000
20727000,33111000
20727000,20726000
20727000,20799000
24934000,24935000
24934000,24334000
24934000,24933000
24934000,24923000
23138000,23134000
23138000,23139000
23138000,33507000
22988000,22968000
22988000,50557000
22988000,22987000
22988000,33590000
22946000,22948000
22946000,22945000
33441000,33440000
33441000,21589000
33441000,21582000
33441000,22455000
33459000,51106000
33459000,21575000
33459000,21592000
27510000,27511000
27510000,27530000
27510000,27513000
27510000,27508000
27113000,27099000
27113000,27125000
27113000,27098000
27113000,32870000
25675000,25682000
25675000,25709000
25675000,25676000
25675000,25671000
33627000,51600000
33627000,33125000
33627000,23553000
33627000,23549000
27936000,27937000
27936000,27927000
27936000,27931000
27936000,27938000
22005000,22012000
22005000,22004000
22005000,22030000
22005000,52030000
24266000,24267000
24266000,24201000
24266000,24266000
24266000,24255000
51831000,51832000
51831000,33084000
51831000,20175000
51831000,51882000
54101000,54102000
54101000,54100000
54101000,54093000
54101000,54099000
22431000,22432000
22431000,33000000
22431000,33594000
22431000,33591000
52305000,52273000
52305000,52128000
52305000,52272000
23516000,23510000
23516000,23518000
23516000,23515000
23516000,23519000
32884000,27095000
32884000,27112000
32884000,27111000
27326000,27328000
27326000,27324000
27326000,32880000
27326000,27329000
23126000,33512000
23126000,23135000
22228000,54166000
22228000,22238000
22228000,22159000
21330000,21324000
21330000,21330000
21330000,21329000
21330000,21331000
33310000,28195000
33310000,33309000
33310000,20732000
33310000,33310000
27397000,27399000
27397000,23290000
27397000,27398000
27397000,27395000
21660000,21646000
21660000,21664000
21660000,21679000
21660000,21659000
51955000,51954000
51955000,50812000
51955000,20011000
30753000,30754000
30753000,24410000
30753000,25857000
30753000,30752000
54216000,54215000
54216000,54214000
21324000,21315000
21324000,21319000
21324000,21324000
21324000,21330000
51526000,51525000
51526000,51526000
51526000,51343000
51526000,51527000
25365000,25366000
25365000,25352000
25365000,25359000
27805000,27799000
27805000,27804000
27805000,27808000
21773000,21768000
21773000,21771000
21773000,21772000
21773000,21801000
34162000,54091000
34162000,54090000
34162000,54104000
54163000,54162000
54163000,54163000
24135000,24134000
24135000,24139000
24135000,24141000
24135000,24127000
54089000,25848000
54089000,25853000
22300000,22302000
22300000,32992000
22300000,22296000
22300000,22304000
21466000,33360000
21466000,21468000
21466000,21478000
21466000,21459000
51395000,27665000
51395000,27664000
20465000,20544000
20465000,52120000
20465000,33173000
20465000,52121000
20465000,20463000
20465000,51983000
26203000,26171000
26203000,26204000
26203000,26202000
26203000,26203000
26822000,26823000
26822000,26817000
26822000,26818000
26822000,26827000
50209000,50155000
20891000,20890000
20891000,20911000
20891000,20869000
20891000,20914000
27248000,27242000
27248000,27250000
27248000,27249000
27248000,27245000
25704000,25698000
25704000,50675000
25704000,25704000
30741000,24325000
30741000,24326000
30741000,30742000
30741000,30740000
51838000,51840000
51838000,51841000
51838000,51839000
51838000,51837000
25413000,30067000
25413000,25413000
25413000,25412000
25413000,25421000
50940000,51877000
25353000,25336000
25353000,25357000
25353000,30714000
52250000,52247000
52250000,23654000
52250000,52163000
52250000,52251000
23727000,23729000
23727000,23725000
23727000,33124000
23727000,23719000
23557000,23556000
23557000,23558000
23557000,23557000
23557000,23618000
22659000,50614000
22659000,22659000
22659000,22635000
25839000,33024000
25839000,25839000
25839000,25840000
25839000,25706000
24004000,24010000
24004000,24015000
24004000,24003000
24004000,24019000
27894000,32837000
27894000,27897000
27894000,27892000
50841000,51918000
50841000,50845000
20334000,20332000
20334000,20591000
20334000,20590000
20334000,20328000
25917000,25916000
25917000,25918000
25917000,35011000
25917000,24458000
25522000,25523000
25522000,25468000
25522000,25522000
25522000,25472000
22595000,22596000
22595000,22609000
22595000,22605000
22595000,22582000
22204000,22573000
22204000,22574000
22204000,22572000
22204000,22205000
33048000,23689000
33048000,33048000
33048000,23685000
33048000,23686000
28036000,28040000
28036000,28030000
27117000,27118000
27117000,22999000
27117000,23002000
27117000,23189000
33423000,22703000
33423000,22619000
33423000,33423000
33423000,33422000
21186000,21181000
21186000,21187000
21186000,21189000
21186000,51880000
26059000,26058000
26059000,26060000
26059000,26351000
26059000,26053000
50928000,33330000
50928000,50928000
27543000,27647000
27543000,27541000
27543000,27544000
27543000,27540000
22647000,22676000
22647000,22642000
22647000,22637000
22647000,22677000
21749000,21751000
21749000,21745000
21749000,21739000
25708000,25713000
25708000,25679000
25708000,25678000
25708000,25709000
28178000,33604000
28178000,33389000
28178000,22138000
28178000,22139000
27969000,27970000
27969000,27983000
27969000,27971000
27969000,27881000
26134000,32955000
26134000,50593000
26134000,32957000
26134000,32956000
20057000,20056000
20057000,50763000
20057000,51855000
20057000,33130000
24299000,24298000
24299000,24302000
24299000,24301000
26682000,26679000
26682000,26683000
26682000,26681000
26682000,26667000
25784000,25783000
25784000,33616000
25784000,25749000
24886000,24866000
24886000,24887000
24886000,24634000
24886000,24883000
22464000,51112000
22464000,22463000
22464000,22465000
22464000,51113000
20128000,20132000
20128000,20126000
20128000,50765000
20128000,20128000
32917000,32916000
32917000,26305000
23666000,23665000
23666000,23733000
23666000,33047000
23666000,23670000
26986000,26987000
26986000,26989000
26986000,26981000
26986000,26992000
22247000,22248000
22247000,22241000
22247000,22253000
33411000,23060000
33411000,33412000
33411000,23063000
30717000,25339000
30717000,30716000
30717000,25337000
30717000,30717000
50018000,24259000
50018000,24275000
26227000,32947000
26227000,32962000
26227000,32961000
27412000,27418000
27412000,27410000
27412000,27415000
27412000,27411000
50990000,20373000
50153000,35037000
50034000,24494000
50034000,24499000
23742000,23741000
23742000,23758000
23742000,23740000
23742000,23743000
20341000,50982000
20341000,20344000
20341000,20342000
20341000,20352000
21907000,21886000
26567000,26546000
26567000,26568000
26567000,26570000
26567000,26549000
54053000,20368000
54053000,20376000
54053000,54120000
52257000,52109000
52257000,24359000
52257000,33027000
51359000,51358000
51359000,51360000
51359000,51175000
51359000,51174000
24168000,24365000
